Name,Status,Price,Stars,Ratings,URL,UPC
XFX RX 5700XT Raw II 8GB GDDR6,Pre-Owned,$510.00,Tim,0,https://www.ebay.com/itm/403284448058?hash=item5de5a0533a:g:YIwAAOSwkcthiWVo,
PNY MC2 Personal Cinema | EVGA FX5700,Pre-Owned,$49.99,0,0,https://www.ebay.com/itm/224503726777?hash=item34457702b9:g:uuwAAOSwQlxgzmhi,
XFX Thicc III Ultra AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card - RX57XT8TBD8,Pre-Owned,$770.00,4.5,0,https://www.ebay.com/itm/403294952421?epid=10035188556&hash=item5de6409be5:g:RjQAAOSwmTFhkE6m,
SAPPHIRE PULSE Radeon RX 5700 XT BE 8GB GDDR6 Graphics Card A202600013406,Pre-Owned,$750.00,4.5,0,https://www.ebay.com/itm/324877853779?epid=28040742861&hash=item4ba43aa453:g:zncAAOSwdr1hgbse,
MSI Radeon RX 5700 EVOKE OC 8GB 8G 256-bit GDDR6 PCI-E 4.0 AMD Video Card,Refurbished,$992.74,5.0,0,https://www.ebay.com/itm/275009526047?epid=10034699670&hash=item4007d8591f:g:EMIAAOSwFwBhfx3M,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (AXRX 5700 XT,Pre-Owned,$750.00,4.5,0,https://www.ebay.com/itm/384494728846?epid=2306090758&hash=item5985abf68e:g:E2AAAOSwDjZhjUPW,
Sapphire Nitro+ Radeon RX 5700XT 8GB GDDR6 (Used ONLY for light gaming),Pre-Owned,$930.00,Tim,0,https://www.ebay.com/itm/224686611559?hash=item34505d9c67:g:XI0AAOSwWzlhjEPn,
VisionTek RADEON RX 5700 OEM Reference Design GDDR6 Graphics Card w/ XT Bios,Pre-Owned,$700.00,Tim,0,https://www.ebay.com/itm/194501034523?epid=21035572476&hash=item2d492a421b:g:SdoAAOSw2EBhfFKD,
MSI Radeon RX 5700 XT GAMING X GDDR6 Graphics Card - 8GB,Pre-Owned,$700.00,5.0,0,https://www.ebay.com/itm/313747541992?epid=25036078331&hash=item490ccf8fe8:g:nXUAAOSwBblhi21n,
SAPPHIRE Radeon NITRO+ RX 5700 XT 8GB GDDR6 Dual HDMI / Dual DP OCÂ ,Open Box,$991.00,Tim,0,https://www.ebay.com/itm/353762121619?hash=item525ddd9793:g:cBMAAOSw6Kdhie4w,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (AXRX) GPU,Pre-Owned,$850.00,Tim,0,https://www.ebay.com/itm/185158353823?hash=item2b1c4c439f:g:WMcAAOSw7YZhjVXt,
PowerColor AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card GPU,Pre-Owned,"$1,025.00",Tim,0,https://www.ebay.com/itm/185158383529?hash=item2b1c4cb7a9:g:G5QAAOSwfz5hjVwM,
PowerColor AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card GPU,Pre-Owned,$840.00,Tim,0,https://www.ebay.com/itm/185158378632?hash=item2b1c4ca488:g:B-gAAOSweMlhjVru,
VisionTek RX5700XT-8G AMD RADEON RX5700 XT 8GB GDDR6 VRAM Graphics Card,Pre-Owned,$740.00,Tim,0,https://www.ebay.com/itm/154693787554?hash=item240477dfa2:g:u-UAAOSw1SBhi9fS,
Chaintech Geforce FX5700 ULTRA 128MB,Refurbished,,0,0,https://www.ebay.com/itm/165183037069?hash=item2675ad1e8d:g:-DEAAOSwM8thkYtT,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (AXRX 5700 XT,Pre-Owned,$950.00,4.5,0,https://www.ebay.com/itm/115092837242?epid=2306090758&hash=item1acc11537a:g:VTsAAOSw4ARhjw--,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card ,Pre-Owned,"$1,025.00",4.5,0,https://www.ebay.com/itm/154693018987?epid=2306090758&hash=item24046c256b:g:QqAAAOSwYg5hiyQi,
ASUS ROG Strix Gaming Radeon RX 5700 XT OC 8GB GDDR6 Graphics Card...,Pre-Owned,"$1,000.00",4.5,0,https://www.ebay.com/itm/133932783743?epid=28036271648&hash=item1f2f04187f:g:jwUAAOSwKIZhTijd,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB Graphics Card,Pre-Owned,$999.00,4.5,0,https://www.ebay.com/itm/284524604713?epid=2306090758&hash=item423efced29:g:EkAAAOSw3ophjKSI,
Sapphire Nitro+ RX 5700 XT Special Edition (comes in original box),Pre-Owned,"$1,250.00",0,0,https://www.ebay.com/itm/133928049497?hash=item1f2ebbdb59:g:JE4AAOSwSZphiKA1,
Rx5700xt 8GB Saphire Nitro+ With alpha cool Water block!,Pre-Owned,$385.00,Tim,0,https://www.ebay.com/itm/175021377528?hash=item28c01647f8:g:WcwAAOSwe2FhjA3o,
MSI R5700XTMHC AMD Radeon RX 5700 XT Mech OC 8GB GDDR6 PCI-Express 4.0 Video...,Pre-Owned,$750.00,4.5,0,https://www.ebay.com/itm/165180444179?epid=19034143209&hash=item2675858e13:g:ka8AAOSwOdNhjwPo,
XFX Thicc III Ultra AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card - RX57XT8TBD8,Pre-Owned,$860.00,4.5,0,https://www.ebay.com/itm/353765604577?epid=10035188556&hash=item525e12bce1:g:pLcAAOSwewVhjX1B,
WaterCooled GIGABYTE Radeon RX 5700 XT GAMING OC GDDR6 Graphics Card - 8GB,Pre-Owned,"$1,050.00",4.5,0,https://www.ebay.com/itm/115083425850?epid=4036079691&hash=item1acb81b83a:g:p84AAOSwJTFhhxJc,
AMD Radeon GPU 1GB Graphics Card HDMI DP DVI 603498-001 5570 Shelby 5700 Series,Pre-Owned,$29.94,Tim,0,https://www.ebay.com/itm/154691279796?hash=item2404519bb4:g:SM8AAOSwG4NhioBe,
GIGABYTE Radeon RX 5700 XT GAMING 8GB GDDR6 Graphics Card - 8GB,Pre-Owned,"$1,100.00",4.5,0,https://www.ebay.com/itm/353765657596?epid=4036079691&hash=item525e138bfc:g:6MMAAOSwrhFhjXwP,
"Powercolor AMD 5700 Reference Card (Not Working for Parts Only), Not Recognizing",Parts Only,$51.00,Tim,0,https://www.ebay.com/itm/275026987292?hash=item4008e2c91c:g:ngQAAOSwzzZhkHPB,
FOR PARTS ASUS STRIX Radeon R9 390 Overclocked 8 GB DDR5,Parts Only,$3.25,4.5,0,https://www.ebay.com/itm/185164382382?epid=28036271648&hash=item2b1ca840ae:g:z3EAAOSwYVRhkb3A,
AMD Radeon RX 5700 8GB GDDR6,Parts Only,$300.00,Tim,0,https://www.ebay.com/itm/265404957773?hash=item3dcb5e444d:g:IEMAAOSwOvthkOfl,
ðŸ”¥43 GPU MEGA LOTðŸ”¥ 3080 6900XT 5700XT 2080TI 3060TI & MORE Mining Rig Crypto,Pre-Owned,"$30,012.00",0,0,https://www.ebay.com/itm/275017830789?hash=item4008571185:g:sEkAAOSwoYRhjfzN,
amd radeon rx 5700 xt DUAL OC,Pre-Owned,$750.00,Tim,0,https://www.ebay.com/itm/194498084448?hash=item2d48fd3e60:g:1G8AAOSwg3hhi0F7,
XFX RX 5700 XT Thicc III 8GB GDDR6 3xDP HDMI PCI-Express 4.0 Graphics Card ,Pre-Owned,"$1,000.00",Tim,0,https://www.ebay.com/itm/324874194418?hash=item4ba402cdf2:g:8esAAOSwnOdhieLY,
sapphire nitro amd radeon rx 5700 xt special edition RGB overclock OC 5700xt,Pre-Owned,"$1,170.00",Tim,0,https://www.ebay.com/itm/324876168575?hash=item4ba420ed7f:g:JAMAAOSw-AZhi00z,
PowerColor Red Dragon Radeon RX 5700 8GBD6-3DHR/OC ,Parts Only,$242.50,5.0,0,https://www.ebay.com/itm/185157257341?epid=28034627053&hash=item2b1c3b887d:g:6KwAAOSwFMlhjHbJ,
MSi GP Edition AMD Radeon RX 5700 MECH Graphics Card 8GB GDDR6 912-V381-089,Brand New,"$1,399.99",Tim,0,https://www.ebay.com/itm/334216835819?epid=6039791884&hash=item4dd0e032eb:g:8vcAAOSwr3VhjvNO,
MSI R5700XTMHC AMD Radeon RX 5700 XT Mech OC 8GB GDDR6 PCI-Express 4.0 Video...,Pre-Owned,$775.00,4.5,0,https://www.ebay.com/itm/185157435414?epid=19034143209&hash=item2b1c3e4016:g:4JwAAOSwTVhhjKb1,
ASRock AMD Radeon RX 5700XT GDDR6 8GB original fan model RX5700XT Challenger!!!,Pre-Owned,$800.00,Tim,0,https://www.ebay.com/itm/175015285994?hash=item28bfb954ea:g:pF0AAOSwyGhhip4f,
AMD Gigabyte Radeon RX 5700 XT Gaming OC Graphics Card,Pre-Owned,$950.00,Tim,0,https://www.ebay.com/itm/363618691027?hash=item54a95ce7d3:g:3tQAAOSwwFdhkTMc,
MSI R5700XTMHC AMD Radeon RX 5700 XT Mech OC 8GB GDDR6 PCI-Express 4.0 Video...,Pre-Owned,$760.00,4.5,0,https://www.ebay.com/itm/234279099030?epid=19034143209&hash=item368c1f5a96:g:JoYAAOSwFrVhiwH~,
XFX Thicc III Ultra AMD Radeon RX 5700 XT 8GB GDDR6 GPU Graphics Card /w BOX,Pre-Owned,"$1,020.00",4.5,0,https://www.ebay.com/itm/353764643619?epid=10035188556&hash=item525e041323:g:6H4AAOSwYGlhjJZl,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (AXRX) GPU,Pre-Owned,"$1,010.00",Tim,0,https://www.ebay.com/itm/185158363382?hash=item2b1c4c68f6:g:3sUAAOSwTWJhjVgI,
Sapphire Pulse AMD Radeon RX 5700 XT,Pre-Owned,$485.00,Tim,0,https://www.ebay.com/itm/304226484900?hash=item46d54fc2a4:g:7a4AAOSwvMZhhuC-,
PowerColor Red Dragon Radeon RX 5700 XT 8GB GDDR6 Graphics Card (Used),Pre-Owned,$670.00,5.0,0,https://www.ebay.com/itm/403293100028?epid=28034627053&hash=item5de62457fc:g:9IIAAOSw5hNhjwI-,
PowerColor Branded AMD 5700 xt 5700xt GPU READ,Parts Only,$499.00,0,0,https://www.ebay.com/itm/165174911867?hash=item267531237b:g:KSAAAOSwJL1hir1l,
XFX AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (RX57XT8OFFR),Pre-Owned,$765.00,4.5,0,https://www.ebay.com/itm/203694733122?epid=20035801227&hash=item2f6d26f742:g:6l4AAOSwqIRhjW7s,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card,Pre-Owned,$900.00,4.5,0,https://www.ebay.com/itm/234284353643?epid=2306090758&hash=item368c6f886b:g:hIIAAOSwIaxhj11m,
***FOR PARTS*** GIGABYTE Radeon RX 5700 XT GAMING OC,Parts Only,$775.00,4.5,0,https://www.ebay.com/itm/265405927763?epid=4036079691&hash=item3dcb6d1153:g:d80AAOSwz1hhkb8f,
XFX Radeon RX 5700 XT 8GB GDDR6 Graphics Card (RX57XT83LD8),Pre-Owned,$750.00,5.0,0,https://www.ebay.com/itm/324882973029?epid=14038950810&hash=item4ba488c165:g:hMMAAOSwBblhj~8A,
"Sapphire Radeon RX 5700 8G HDMI / Triple DP, works great. AMD card. (NOT XT!)",Pre-Owned,$810.00,Tim,0,https://www.ebay.com/itm/175011115982?hash=item28bf79b3ce:g:7g8AAOSwSuVhhsRs,
ASROCK AMD Radeon RX 5700 XT Phantom Gaming Elite 8GB GDDR6 Video Card,Pre-Owned,$720.00,Tim,0,https://www.ebay.com/itm/403289489261?hash=item5de5ed3f6d:g:jhIAAOSwf-ZhjLPp,
Sapphire Pulse AMD Radeon RX 5700 XT 8Gb Graphics Card LIGHTLY USEDÂ ,Pre-Owned,$870.00,Tim,0,https://www.ebay.com/itm/265399005916?hash=item3dcb0372dc:g:IxUAAOSwUMhhixne,
AMD Radeon RX 5700 8GB Graphics card. Video card. GPU,Pre-Owned,$710.00,Tim,0,https://www.ebay.com/itm/125001853819?hash=item1d1ab0eb7b:g:ymsAAOSwkmVhkCjd,
XFX AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card GPU,Pre-Owned,"$1,025.00",Tim,0,https://www.ebay.com/itm/185158391798?hash=item2b1c4cd7f6:g:48gAAOSw6HhhjV0b,
GIGABYTE Radeon RX 5700 XT GAMING OC GDDR6 Graphics Card - 8GB,Pre-Owned,$750.00,4.5,0,https://www.ebay.com/itm/175022576857?epid=4036079691&hash=item28c02894d9:g:0YwAAOSw2DdhYLu7,
GIGABYTE AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card,Pre-Owned,$735.00,5.0,0,https://www.ebay.com/itm/284528991391?epid=26042863158&hash=item423f3fdc9f:g:TpEAAOSwQ8hhkVgv,
AMD Gigabyte Radeon RX 5700 XT Gaming OC Graphics Card,Pre-Owned,$830.00,5.0,0,https://www.ebay.com/itm/194502042772?epid=8041596822&hash=item2d4939a494:g:NxsAAOSwqXZhjskj,
GIGABYTE GV-R57XT-8GD-B Radeon RX 5700 XT 8GB Graphics Card,Parts Only,$235.00,5.0,0,https://www.ebay.com/itm/234286779041?epid=8034416180&hash=item368c948aa1:g:K~QAAOSw2S1hkXys,
SAPPHIRE NITRO+ RX 5700 XT 8GB,Pre-Owned,$919.00,4.5,0,https://www.ebay.com/itm/304215418537?epid=19034681892&hash=item46d4a6e6a9:g:jqAAAOSwYBdhhrjB,
XFX AMD Radeon RX 5700 XT RAW II 8GB GDDR6 Graphics Card Used,Pre-Owned,$750.00,4.5,0,https://www.ebay.com/itm/175018421212?epid=20035801227&hash=item28bfe92bdc:g:5hQAAOSwvohhjXUz,
PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (AXRX 5700 XT,Pre-Owned,$900.00,4.5,0,https://www.ebay.com/itm/154696862524?epid=2306090758&hash=item2404a6cb3c:g:RvMAAOSwYfZhjmNh,
Apple AMD Radeon Pro W5700X 16 GB,Pre-Owned,$530.00,Tim,0,https://www.ebay.com/itm/224684778426?hash=item345041a3ba:g:4ZUAAOSwqvdhcg1Y,
USED MSI Radeon RX 5700 XT Mech OC 8GB GDDR6 PCI-Express 4.0 Video Card GPU,Pre-Owned,"$1,075.00",4.5,0,https://www.ebay.com/itm/265401476435?epid=19034143209&hash=item3dcb292553:g:XxoAAOSw5x9hjY16,
PowerColor Radeon RX 5700 XT 8GB GDDR6 Graphics Card,Pre-Owned,$750.00,Tim,0,https://www.ebay.com/itm/144287981192?hash=item21983bde88:g:~GEAAOSwV5FhfbEa,
SAPPHIRE Pulse RX 5700 XT 8gb Gddr6 AMD Radeon Dx12/vr/4k Graphics Card -,Parts Only,$695.00,5.0,0,https://www.ebay.com/itm/234277475065?epid=27034502379&hash=item368c0692f9:g:RJ8AAOSw4J1hibff,
New (Open/Damaged Box) Gigabyte AMD Radeon RX 5700 8GB GDDR6 Fast 2-Day Shipping,Open Box,"$1,085.99",0,0,https://www.ebay.com/itm/224689478441?epid=25034481678&hash=item3450895b29:g:kHgAAOSwM6phjnek,
AMD Radeon 5700 xt Gigabyte Gaming OC,Pre-Owned,$840.00,Tim,0,https://www.ebay.com/itm/324870502751?epid=11047122481&hash=item4ba3ca795f:g:bnQAAOSwDARhhy~s,
PNY Technologies NVIDIA Personal Cinema Multimedia MC2 Video Card PCFX5700APB,Brand New,$115.00,0,0,https://www.ebay.com/itm/233180922961?epid=73864280&hash=item364aaa8451:g:1nkAAOSwnTdaMfyD,
SAPPHIRE Radeon NITRO+ RX 5700 XT 8GB GDDR6 Graphics Card (11293-03-40G),Pre-Owned,"$1,105.00",4.5,0,https://www.ebay.com/itm/324875968840?epid=19034681892&hash=item4ba41de148:g:lYwAAOSwUB5hiyBH,
 ATI FirePro V5700 Workstation Video Card Dual-Link DVI Dual Display 512MB ,Brand New,$45.00,0,0,https://www.ebay.com/itm/133931846128?epid=1701517550&hash=item1f2ef5c9f0:g:YAIAAOSwCpxfwIes,
AMD PowerColor 5700 XT Liquid Devil Water Cooling Ready,Pre-Owned,$666.00,Tim,0,https://www.ebay.com/itm/133930970194?hash=item1f2ee86c52:g:Zc0AAOSwIY5hfEE7,
Razer Core X eGPU enclosure with VisionTek Radeon RX 5700 XT Card,Pre-Owned,$851.00,Tim,0,https://www.ebay.com/itm/255222145835?hash=item3b6c6ce32b:g:5JsAAOSw~UJhjHbz,
NEW Alienware Area 51m R2 AMD Radeon RX 5700M 8GB GDDR6 GPU Video Card ,Open Box,"$1,099.00",0,0,https://www.ebay.com/itm/393699107114?hash=item5baa4ba12a:g:AzkAAOSwsldhjylw,
RX5600 & 5700 Mining Bios MOD 43-55 MH/s Hashrate for RX 56/5700 GPUs - Ethereum,Brand New,$10.99,0,0,https://www.ebay.com/itm/184756803698?_trkparms=ispr%3D1&hash=item2b045d1872:g:KOIAAOSw7XBgccS2&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtG2e4TnGLS7BUpj3Y%252B4Twt5VMNN0VoOBQxokGHAWDzL244w8S7255Q4emZ0D0Zxh5gWKkpU9Sby%252FQ%252BbPKGTUKM%252BjWeeWPgDLJtM3UZlASLI6U8Pst%252Bur1mdx5%252FP2%252BPYnOxHyv3NWyg2oU4A3tGFsVTx8zeRFb6%252FDLl7OdU7gke0ywDBk3O7eEPHgkA0pOYvvLFlUr9W2h%252B8Xpdl92eL1Yc%252BoTPtwFVNemvWuRrfpKHQEckJaeHDwpVp9fKD48mLIPFzbHcP%252B%252BaXllz1eqf8BEYWphpUOg4Ukxw8QQkv%252FXXP%252BhJ%252F1qNvjSDw6MgQvDlLBGoUzZKDX%252BnWUhrSqshjEjqPE0TDoIodunOXRIJR5O6r5VIRE2C6oADHPztvhKU%252Brg9VSvD4pTlwRL2GhVymFHMrYuW57lS%252FvZ31YJeD77cUfvWcMuOaH3tKPPwmblDmiJk%252FiFWqbqCstzwiLpVmcYl%252BtCrXM7vriR3PDXrhGljQUVm4IvZpEq%252F1Jj2RvWSuz214z1gbFyvBFHgi%252FW%252FPCxpI%252BniXK4DoQr4REs4EIqojEmrdasJdBIIX7mbaYU%252Brp%252F90Dg6jmxXZWirCuUNBVyeHqJpUTRj7GCwkDCnK8TgjiYFuPIBFUDskKATmOWYSOF7Z4jIz911yewZ466Vrx7bankXwNOlHj0vAxdwhosxQyBsMLdwe%252BWjzp6bhwgb9xm2P8bEptmGEbLTbPvTYATLwae4E3JbsGZj9TcfpjBr1lsegB02EsdQGRTl7w%252F5tvnQKVSxyVvVu6ZuKnMeLkvXSeqNPpmq8OQ5XFow0wPpiw%7Cclp%3A2334524%7Ctkp%3ABFBM1Lex2qRf,
MSI R5700XTMHC AMD Radeon RX 5700 XT Mech OC 8GB GDDR6 PCI-Express 4.0 Video...,Pre-Owned,$820.00,4.5,0,https://www.ebay.com/itm/124998504466?epid=19034143209&hash=item1d1a7dd012:g:ALMAAOSwtcthjUXU,
SHIPS TODAYðŸ”¥LOT OF 8 5700XTðŸ”¥GIGABYTE SAPPHIRE XFX MSI Graphics Card 5700 XT,Pre-Owned,"$9,143.00",0,0,https://www.ebay.com/itm/275028000680?hash=item4008f23fa8:g:dMEAAOSwddVhkfTD,
Sapphire Nitro RX 5700 XT - AMD Radeon ,Open Box,"$1,499.00",4.5,0,https://www.ebay.com/itm/403243988073?epid=23035991891&hash=item5de336f469:g:x9AAAOSwBztgpKup,
amd radeon rx 5700 xt 8gb xfx,Pre-Owned,$730.00,Tim,0,https://www.ebay.com/itm/403294991628?hash=item5de641350c:g:~s4AAOSwJL9hkFYe,
ASRock RADEON RX 5700 XT CHALLENGER D 8G OC Used,Pre-Owned,"$2,075.00",0,0,https://www.ebay.com/itm/373720246218?_trkparms=ispr%3D1&hash=item57037667ca:g:ROcAAOSw8nlhP45P&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSafTQYbq3L7RBVAMi0K9cw5CqMv3Z9SgV31KSGlKEBHlUGGXIOwSDBpLqGXJN%252FLG8MBjL3GfSvuY3pN84A4L%252FEYwGJQWilfndC5tDjYoeRysuOZXHFYWH%252BGCtkzErxtUr0PE3JncPE%252FXaq7dbuq0NYVx9u448MaAp9afigbpDc07mB2vZ6PAeNvweSV98cQr86DFwY1toEgdSU%252F8dYD%252FA0LAu45SabETKSy7jS3FjPoZnbye7qlD7JJ%252FrpGV9mGwFM2FVu0sbDBhyqJAy7KyqlpDtfs5qWOqF1bDvz1vJxGg1QeLYWmk6BnP4g%252FEiyXnAOefQshpdYAog5UkP6GCec%252BpLW5rdgoUOMAKBbJRr%252BwYBk8pJzGq%252BvmJZKezs7AtaeY7FR3Ymf%252FsL7VIsm4Nu1UPn04Nx4CQHoCDRuHSQb912oyv7Co7hQ7IqWEBSk8suOVZIzohZ8KFE80NyOaOSe6vR2VMScPsW%252FjNhU%252BNylwFZwrrmmwpb0gxrpDFs3WXYXn5qO0hiKuJTOD7D3tgG6QvWzURX9O7sCRbQiPyYH25xJ2Ys51%252BevsHyPWjSNJSDhz5FvPZFa934je9m2RMpb8csBxckdCGPfgBASGs8bNk0xgLeEpqETjKXDAbmuDW82d%252BbR6gNnvemjGObMXbclWOyZHwQSeUTV8gGPS2ofbcBNf%252FM%252FoBRL4UUkv1sBwjkuTj%252FTJUZFVBbUsOFAO%252BSfgKFNnEpymh1mgPylOWVPsTW%252BrOeTOgxHC7VJIHtzh7cFifsK8IjJpsjEt3Ij9xOh8vpqHg1IE78nTtsbXwy01RikACjNFt3CQhPdQ86J6kU%7Cclp%3A2334524%7Ctkp%3ABFBM1Lex2qRf,
ASRock AMD Radeon RX5700XT GDDR6 8GB original fan model RX5700XT Challenger D8G ,Brand New,"$3,500.00",0,0,https://www.ebay.com/itm/393410478457?hash=item5b99178179:g:1BIAAOSwsFdg1br7,
XFX AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (RX57XT8OFFR),Pre-Owned,$510.00,4.5,0,https://www.ebay.com/itm/125003448696?epid=20035801227&hash=item1d1ac94178:g:qXcAAOSw6gVhkbwQ,
SAPPHIRE Pulse RX 5700 XT 8gb Gddr6 AMD Radeon Dx12/vr/4k Graphics Card ,Pre-Owned,$620.15,5.0,0,https://www.ebay.com/itm/304225455729?epid=27034502379&hash=item46d5400e71:g:fhYAAOSwRI9hkXRO,
Sapphire AMD Radeon RX 5700 XT GDDR6 Graphic Card - 8GB - 5700XT,Pre-Owned,"$1,065.00",5.0,0,https://www.ebay.com/itm/133935076291?epid=5032805990&hash=item1f2f2713c3:g:28AAAOSwi7Jhkdfe,
AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card.,Open Box,"$1,195.00",0,0,https://www.ebay.com/itm/334216915197?hash=item4dd0e168fd:g:0xMAAOSwxINhjwLV,
MSI AMD Radeon RX 5700 XT Mech OC 8GB GDDR6 5700XTMHC Gaming Graphics Video Card,Open Box,"$1,899.99",4.5,0,https://www.ebay.com/itm/234058858687?epid=19034143209&_trkparms=ispr%3D1&hash=item367efec0bf:g:VB8AAOSwsIJgw7M7&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSRAQR8FABHjfpFoyRlXhWmcgmspR6FnRwblslWB3ipbC7apuQ%252FCmvpjqPZfJHupc%252F7ajcNYlXcdXnO3y%252BGm5Xf9uvxkXkDp3%252BGkZzjXQHlCEMifRYrqFaeJbaoK3t4yYS7S9ZarNbewVhB7tNWhVx%252BRWESarq04T3AFhPkkFwAw9X3vqA5HnDC7XGgIi8OjTQIotFg4YwrxUYcQXs4WoixAyEy%252BPr3YvduRoFp%252Fj2U32Dh57qU4rbDQ%252Forc9qhGABr65Iu5KAxI22GMZxSPvvKmCG3l3YJ3coFpQ8xRZfvljsRrBI%252BS87B1%252FYV%252FFYqqze0QsLeYYcgr028iKcGr02KdBpZ%252B9B2cGNlKclWLogrQPV9yrNPLc%252BkNtvLPO6HxWY8yjWWtpN%252FzCz8CHv6xP4f%252F9%252F5CVWiY4iuhgRASffQbCMTPIBf5flg9l21K48q%252B3E1v0EEyrBBkIFeRppDwElzzbGA2v1da7zNjQFJWl3cHIKSygaQ045JuC2IYfm9xGfcbcNmzoWJZRpOdNxwJVh0VC6oaEHvnIwJk7T%252FxQTQChDREI8M0D1CX2hz4ABDx5o4BM%252B12Gnpgogdc3zQ3%252BpIFuWk4DUOkevWAfF9JoVwUF8AZm2GQZxvmR3wtHKOVBs8J5tTZraH5QOvt3c91ZnXBYSvSA9prNqictkwZRcbpI21Ns0CAePO5gC8lpccvv2tJbxIn44%252Fd9sn1DYKjtXcGU1QrmEbEY%252FhBPpUmU6qinVyzCBNEhD%252FhlBScoofVop7bljue3dOdRuCwcGoO%252B5CaLBVWEtxMmr0HmOT42lxXN7ALhWUSxlUsbCQkY8HTHi%7Cclp%3A2334524%7Ctkp%3ABFBM1Lex2qRf,
